# OpenSignals Text File Format
# {"00:07:80:64:6D:DA": {"sensor": ["CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V"], "device name": "Platform", "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4"], "sync interval": 2, "time": "15:8:21.371", "comments": "", "device connection": "BTH00:07:80:64:6D:DA", "channels": [1, 2, 3, 4], "date": "2017-6-29", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1", "CH2", "CH3", "CH4"], "resolution": [16, 16, 16, 16], "special": [{}, {}, {}, {}]}, "00:07:80:3B:46:38": {"sensor": ["EMG", "EMG", "EMG", "EMG", "EMG", "EMG", "EMG", "EMG"], "device name": "EMGs", "column": ["nSeq", "DI", "X", "CH2", "CH3", "CH4", "CH5", "CH6", "CH7", "CH8"], "sync interval": 2, "time": "15:8:21.371", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3, 4, 5, 6, 7, 8], "date": "2017-6-29", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 1, "sampling rate": 1000, "label": ["X", "CH2", "CH3", "CH4", "CH5", "CH6", "CH7", "CH8"], "resolution": [16, 16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
429	0	1673	5639	4303	7002	0	0	32630	32743	32935	32807	32827	32647	32690	32703	
430	0	1700	5581	4306	6985	1	0	32741	32642	32993	32679	32965	32731	32676	32751	
431	0	1676	5650	4302	7018	2	0	32829	32834	33067	32859	32987	32535	32703	32554	
432	0	1668	5634	4304	7008	3	0	32828	33049	33147	32613	33079	32671	32743	32613	
433	0	1690	5654	4338	6986	4	0	32810	32973	33191	32758	33001	32629	32739	32486	
434	0	1701	5578	4325	7054	5	0	32878	32988	33127	32643	33084	32623	32735	32647	
435	0	1705	5649	4283	7022	6	0	32895	32765	33199	32727	33063	32743	32749	32789	
436	0	1746	5621	4364	7020	7	0	32805	32854	33095	32606	33063	32629	32749	32715	
437	0	1692	5585	4368	7010	8	0	32786	32737	32935	32639	32911	32710	32807	32839	
438	0	1699	5648	4319	7013	9	0	32783	32706	32849	32631	32867	32605	32863	32813	
439	0	1695	5586	4330	7000	10	0	32681	32575	32763	32603	32897	32589	32740	32740	
440	0	1668	5600	4311	7001	11	0	32679	32902	32687	32819	32871	32691	32775	32658	
441	0	1703	5594	4315	7042	12	0	32591	32877	32647	32775	32807	32775	32681	32717	
442	0	1695	5604	4296	7012	13	0	32585	32623	32615	32879	32766	32567	32647	32567	
443	0	1667	5597	4304	7049	14	0	32623	32955	32503	32875	32767	32623	32609	32727	
444	0	1751	5632	4296	7012	15	0	32722	32791	32443	32743	32655	32775	32637	32557	
